member,0.396
vietnam,-0.444
ended,-0.396
purpose,0.6
fellow,0.49
eleven,-0.102
published,0.334
allowed,0.46
surname,0.34
appear,0.47
resort,0.146
cook,0.694
dance,0.788
marketing,0.042
discuss,-0.208
battle,-0.27
features,0.334
most,0.714
sixth,0.042
legend,0.674
forest,0.458
seek,0.244
aboard,0.396
boundaries,0
fighter,0.274
size,0.062
beating,-0.694
ultimately,-0.23
vision,0.416
police,-0.084
work,0.438
shore,0.084
march,0.062
management,0.584
release,0.48
particular,0.124
technologies,0.667
lose,-0.77
rocks,-0.27
actor,0.306
raising,0.47
austrian,0.074
spoken,0.102
building,0.41
first,0.25
average,0.368
company,0.812
closer,-0.172
town,0.102
frequent,0.188
assembly,0.396
regiment,-0.062
subsidiary,0.057
flight,0.292
replacement,-0.23
winner,0.92
convention,0.244
knew,0.072
list,0.056
whom,-0.344
forward,0.746
death,-0.938
stock,0.188
sentence,0.25
moment,0.208
tributary,0.23
commission,0.354
software,0.122
anniversary,0.76
ability,0.75
cemetery,-0.898
soviet,-0.306
end,-0.604
trust,0.776
changing,0.142
granted,0.764
declined,-0.667
type,0
shortly,0.164
holding,0.2
board,0.184
stay,0.208
hill,0.23
transportation,0.334
offered,0.164
code,0.166
damaged,-0.792
especially,0
drawn,-0.242
separate,-0.52
damage,-0.882
require,-0.204
therefore,0.032
orthodox,-0.224
enough,-0.25
carrying,0.312
related,0.354
prove,0.166
portuguese,0.143
bring,0.27
construction,0.696
overall,0.166
much,0
egyptian,0
included,0.52
residence,0.23
operation,-0.05
completely,0.46
respect,0.927
paid,0.4
publicly,0.48
volumes,0.104
evolution,0.562
entrance,0.396
musician,0.632
need,0.02
clan,0.124
continuous,0.25
supreme,0.624
mix,0.084
knowledge,0.694
relationship,0.734
authority,0.184
turn,0.062
whose,-0.334
wider,0.667
distinct,0.084
practice,0.368
introduction,0.224
occur,-0.098
somewhat,0.034
tag,0.224
if,0
information,0.53
standard,0.346
leader,0.666
reading,0.63
painting,0.625
write,0.224
them,0
publishing,0.416
address,0.3
crime,-0.858
accused,-0.74
corporate,0.184
morning,0.376
advantage,0.834
saved,1
worst,-0.834
aviation,0.416
bridge,0.25
colonel,-0.082
appropriate,0.666
bronze,0.244
electrical,0.062
remove,-0.416
organisation,0.5
interested,0.5
dynasty,0.45
difference,-0.026
help,0.346
amateur,-0.062
invited,0.667
favor,0.624
formerly,0
qualified,0.52
including,0.4
fit,0.208
are,0
associated,0.167
executed,-0.667
feel,0.604
theater,0.52
segment,-0.062
west,0.124
report,0.166
portion,0.072
identified,0.571
mike,0.084
local,0.312
flying,0.754
faculty,0.23
professional,0.666
lesser,-0.208
sort,0.346
worn,-0.3
say,0.142
aid,0.774
males,0
north,0.062
trinity,0.27
elder,-0.104
bus,-0.186
over,0
thanks,0.836
establish,0.416
entitled,-0.375
half,0
supplied,0.333
join,0.458
bottom,-0.166
golden,0.604
metres,0
journey,0.82
everyone,0.2
powered,0.519
neither,-0.014
train,0.332
river,0.376
career,0.48
polish,0.208
wear,-0.376
linear,0.292
circle,-0.04
thousand,0.326
killing,-0.84
comic,0.834
stable,0.45
victory,0.876
beat,-0.442
southeast,0.02
is,0
chapter,0.16
peninsula,0.102
to,0
flat,-0.184
equivalent,0.292
round,0.104
political,-0.306
length,-0.042
couple,0.615
table,0.102
may,0.408
hunter,-0.416
coverage,0.534
deal,0.438
nomination,0.326
touchdown,0.334
standing,0.208
enforcement,0.188
paper,0.04
scottish,0.111
sees,0
offensive,-0.73
noble,0.812
tenure,0.23
specific,0.312
god,0.516
church,0.416
operational,0.124
commonwealth,0.26
pop,0.346
covering,0.23
legislative,0.266
duke,0.334
traded,0
reduced,-0.542
finally,0.166
strategy,0.408
grant,0.438
increased,0.368
terms,-0.02
role,0.104
forming,0.458
ray,0.1
advertising,0.244
believes,0.056
capable,0.53
try,0.208
historical,0.306
user,0.258
hired,1
immigration,-0.22
response,0.23
hard,-0.396
diamond,0.82
classified,0.142
generated,0.111
principle,0.5
painter,0.354
summit,0.25
canal,0.346
connection,0.458
license,0
supported,0.706
shift,-0.042
here,0.238
lake,0.388
track,-0.104
swiss,0.667
environmental,0.266
risk,-0.315
withdrew,-0.381
giant,0.292
thirteen,-0.082
colonial,0.106
chance,0.666
truth,0.942
refused,-0.674
controlled,0.667
spring,0.674
walk,0.286
window,0.084
trees,0.306
mathematics,-0.124
soccer,0.396
up,0.63
prevent,0.27
broken,-0.876
normal,0.48
manufactured,0
freight,-0.178
race,0.184
makeup,0.48
three,0.306
essentially,0.5
strength,0.604
guards,-0.104
useful,0.526
santa,0.47
artist,0.604
steel,0.042
demolished,-0.458
stories,0.733
fleet,0.094
rising,0.5
contact,0.438
control,0.458
street,0.188
aspect,-0.042
chess,0.312
defeat,-0.816
turkey,0.268
villa,0.396
ridge,-0.032
medical,0.166
but,0
acid,-0.47
crowd,-0.3
compared,0
free,0.792
mode,0.062
view,0.792
manufacturing,0.306
outer,0.104
broadcasting,0.084
match,0.198
sex,0.606
idea,0.5
income,0.5
extended,0.14
accident,-0.75
negative,-0.796
market,0.448
promoted,0.917
production,0.388
how,0
railroad,0.182
reporter,0.062
heard,0.2
improvement,0.572
controversy,-0.5
price,-0.042
dog,0.408
critical,-0.376
widespread,0.266
concerned,-0.416
remainder,-0.204
rooms,0.354
candidate,0.192
partner,0.346
come,0.058
stood,-0.062
population,0.23
two,0.04
sea,0.666
exercise,0.5
government,-0.146
energy,0.888
number,-0.188
index,-0.104
additional,0.346
progress,0.635
anything,0
game,0.47
grew,0.667
read,0.48
gate,0.02
arrived,0.333
warren,-0.166
normally,0
field,0.28
existence,0.52
background,-0.202
poet,0.654
ministry,0.02
planning,0.788
parts,-0.082
rugby,0.354
providing,0.632
species,0.122
since,0.048
lot,0.062
while,0
wooden,0
shooting,-0.448
cinema,0.396
confirmed,0.52
patrol,-0.146
suicide,-0.94
face,0.142
flows,0.142
keeping,0.184
simple,0.306
consists,0
win,0.854
august,0.304
childhood,0.73
beautiful,0.75
emerged,0.429
miss,0.146
statement,0.376
physical,0.5
real,0.438
assault,-0.666
play,0.624
tail,-0.04
boston,0.286
keep,0.428
ultimate,0.296
suggest,0.146
contest,0.334
summer,0.624
turkish,0
fly,0.52
ceased,-0.625
pay,0.028
criticized,-0.52
depth,0.416
stone,-0.568
aim,-0.038
due,0.124
informed,0.086
kept,-0.038
cost,-0.27
fought,-0.666
purchased,0.611
retail,0.02
word,0.104
fired,-0.667
talent,0.918
structure,0.124
common,0.2
received,0.292
silent,-0.062
primary,0.124
organised,0.63
destruction,-0.796
relatively,0
wide,0.142
electoral,-0.02
achieve,0.632
reputation,0.48
